,Unnamed: 0,sentence_reviews,Score,Class
1238,1238, its genuinely butter smooth display,5,Positive
1239,1239, awedome sound and flawless experience ,5,Positive
1240,1240, It is really awesome,5,Positive
1241,1241,Battery consumption 10% every hour for Active display with surfing or other things,5,Positive
1242,1242, Charging time 15% - 100%  = 70-75 minutes,5,Positive
1243,1243,I have recently purchasd this smattphone from flipkart,5,Positive
1244,1244, The quality is very good,5,Positive
1245,1245, it look and feel very premium in hand,5,Positive
1246,1246, After using this for a week now I can say that it is best value for money,5,Positive
1247,1247, Pros :-120 Hz Super Smooth DisplayHigh Performing Processor for GamingVery good battery lifeCons :-Camera is averagePhone feels little bulkierThanks to flipkart for super quick delivery of this product at this difficult time,4,Positive
1248,1248, I am very satisfied with service and offers provided by flipkart,5,Positive
1249,1249,This is very much awesome phone display is very very very good and performance is on the top its very smooth for gaming and camera is not that bad camera is also nice i donot face any problem in camera In the end its very good phone under 30000 rs its fingerprint sensor is lightning fast and battery is awesome its charger is also very much fast,5,Positive
1250,1250,Latest features packed phone with snapdragon the best,5,Positive
1251,1251, Handy mobile,5,Positive
1252,1252, Awesome cameras especially natural selfie cam which i never expected as it is a gaming oriented mobile,5,Positive
1253,1253, But really a perfect all rounder🔥,5,Positive
1254,1254,Pros : super fast performance,5,Positive
1255,1255, 60fps stable in pubg mobileAbove average cameraFast chargingHandles all task and video editing with easeCons : speaker causes back plastic panel to vibrateSlightly heats up during gaming,3,Positive
1256,1256, but not an issue,3,Positive
1257,1257,Theres an issue with touch where random touch gets registered suddenly,3,Positive
1258,1258, Ram gets filled up fastVerdict : best gaming phone under 20k,5,Positive
1259,1259,If you are going to buy a good phone with decent camera and good battery life with a flagship level performance then go for it,4,Positive
1260,1260, Back panel vibrates while playing music in high volume,2,Negative
1261,1261, It also have screen flicker problem at low brightness,2,Negative
1262,1262, Gaming is awesome in this device,5,Positive
1263,1263, You will get max settings and no lags in all games except some,4,Positive
1264,1264, App installation time surprise me like It can install a 30MB app in 5 -15 sec,5,Positive
1265,1265, But I think miui 12 is too much heavy that's why it can not give the max,3,Positive
1266,1266,Best 💯value for money phone in this price bracket,5,Positive
1267,1267, Performance wise there are no compilation out there,4,Positive
1268,1268, This phone is for performance lover only,3,Positive
1269,1269, battery backup,4,Positive
1270,1270, camera,4,Positive
1271,1271, build quality are decent,4,Positive
1272,1272, Highly recommend form my site,5,Positive
1273,1273, 👍🔥,5,Positive
1274,1274,Very very worst phone which i am using before,1,Negative
1275,1275, 1st Or  2nd sim automatically not dedicated many times,1,Negative
1276,1276, Very irritating for us,2,Negative
1277,1277, Even in calls automatically disconnected,1,Negative
1278,1278, Not worth for money,1,Negative
1279,1279, I am very disappointed,1,Negative
1280,1280, I am interested to upgrade some other user friendly phone in available in market,4,Positive
1281,1281, My review is -1,5,Positive
1282,1282,Excellent speedy phone,5,Positive
1283,1283, Battery back up is also good camera quality good,4,Positive
1284,1284, overall a good phn,4,Positive
1285,1285,Performance on top,5,Positive
1286,1286, Good display 120hz refrresh rate,4,Positive
1287,1287,Attractive Design ,4,Positive
1288,1288,big battery charging speed is fast,5,Positive
1289,1289,Cameras quite good front camera is good for selfies,4,Positive
1290,1290, Loud speakers you love them,5,Positive
1291,1291, For this prize with this processor this the best package,5,Positive
1292,1292,As expected Flipkart delivered the phone fast and safe,5,Positive
1293,1293, Phone is superb,5,Positive
1294,1294, Brilliant screen,5,Positive
1295,1295, awesome battery performance,5,Positive
1296,1296, and no lag at all in any condition,5,Positive
1297,1297, Overall,3,Positive
1298,1298, the phone is the best option in this price range,5,Positive
1299,1299,Absolutely a stunning performance ,5,Positive
1300,1300, it heats up a lot if u r under fan it's ok charging speed is that great I u r guy like me who don't think about camera it is absolutely for u it's performance beast at this price,3,Positive
1301,1301,It is the best performance mode phone under 20k as said by poco & yes it is,5,Positive
1302,1302,Good battery lifeAwesome display with 120hz refresh rateCamera quality is decentBeast in gaming,4,Positive
1303,1303, Can play all high end graphic games without any problems & lags& It is excellent phone for all the PUBG playersFast fingerprint scannerYes,5,Positive
1304,1304, it has High Res,3,Positive
1305,1305,Audio also,5,Positive
1306,1306, you can experience it while playing games & other stuffsAlso it has nice grip on sides,4,Positive
1307,1307,At the launching time gaming in this phone was unmatchable ,1,Negative
1308,1308, after some update gaming and performance is average,3,Positive
1309,1309,Very nice phone,5,Positive
1310,1310, It's totally value for money,5,Positive
1311,1311, It's the best phone under 20k rupee,5,Positive
1312,1312, It's performance is awesome,5,Positive
1313,1313, It's camera isn't that good ,3,Positive
1314,1314, i don't care anyway,1,Negative
1315,1315, I bought it for gaming and it's doing very good in that area,5,Positive
1316,1316, It does heat a lot though,3,Positive
1317,1317, It's battery is,5,Positive
1318,1318,good? I feel like it's not a 5000 ,3,Positive
1319,1319, instead a 4000 mah battery,2,Negative
1320,1320, But it charges fast so it's not a big problem,3,Positive
1321,1321, So overall i would give it a 9,3,Positive
1322,1322,5 out of 10,5,Positive
1323,1323,This is my review after using it for 1 week and I would say it is a flagship experience,5,Positive
1324,1324, I switched from oneplus 7T to this and never felt downgraded,5,Positive
1325,1325, Actually the battery in this is very good and it lasts a day easily even with heavy usage,5,Positive
1326,1326, I found this a little heavy with case and so using it without any case,3,Positive
1327,1327, I would say if your budget is around 20k and you need a overall phone with best processor,3,Positive
1328,1328, go for it,5,Positive
1329,1329,Best budget smart phone gaming + also all around camare and other features superb ,5,Positive
1330,1330, just one minuse point is this is very havy feel after long and big feel in your hand other wise i love it 💖,4,Positive
1331,1331,It is a very good device to cover all the aspects of our daily uses,5,Positive
1332,1332, except the camera part,3,Positive
1333,1333, though x3 got a decent camera set up,3,Positive
1334,1334, but it could have been better,3,Positive
1335,1335, the front camera take good selfies,4,Positive
1336,1336, overall it is a value for money device,4,Positive
1337,1337,Besides the worthy Mobile I would also like to mention that  the delivery boy was extremely humble n patient,3,Positive
1338,1338, His dedication n hardworking was clearly visible as he tried thrice to deliver the product hassle free,1,Negative
1339,1339,If you want a best performance smartphone under 20000 this is the phone you have been looking for ,5,Positive
1340,1340, it's not 5g and does not have amoled display ,2,Negative
1341,1341, has 120 hertz refresh rate which works excellent and QS860 processor is just insane,1,Negative
1342,1342, But MIUI ,3,Positive
1343,1343, I don't like it much and it also has quiet some software issues,2,Negative
1344,1344,Very good for heavy task,4,Positive
1345,1345, camera is good but not great,3,Positive
1346,1346, battery is more than enough 8 out of 10,1,Negative
1347,1347,If you only want a good processor in reasonable price then go for it,3,Positive
1348,1348, if you want other features like camera,3,Positive
1349,1349, user interface,4,Positive
1350,1350, looks,4,Positive
1351,1351, light weight,3,Positive
1352,1352, fast charge etc,4,Positive
1353,1353, then search other options,3,Positive
1354,1354,This is the best one u can get under 20k,5,Positive
1355,1355, If u r a gamer,1,Negative
1356,1356, u have to go for this,3,Positive
1357,1357, Best one in this price range,5,Positive
1358,1358, Camera is okaish,3,Positive
1359,1359, Battery is very good,5,Positive
1360,1360, Cools fast,5,Positive
1361,1361, Display is good,4,Positive
1362,1362, U can fave 1,1,Negative
1363,1363,2 minor problems,2,Negative
1364,1364, But that's not gonna make u sad Or angry,3,Positive
1365,1365, This is the budget gaming beast,5,Positive
1366,1366, Thank you poco for this beast,5,Positive
1367,1367, Love for Flipkart is infinity,5,Positive
