,sentence_reviews,Score,Class
1073, But its battery is not so great for working people,3,Positive
1074," To sum it up, very good mobile for this price bracket",5,Positive
1075,"Battery backup is good, using it for last 2 weeks and it works for 24 hours for me in moderate usage",4,Positive
1076, Camera is better than most of high end Android phones,5,Positive
1077, I dint like notch display thus went for this one and I like the phone more than IPhone X and 11,5,Positive
1078,I don’t like heavy and big size so it fits my need and performance is top notch,4,Positive
1079,It’s everything i expected it to be,5,Positive
1080," In a market where thick heavy and monster sized smartphones are ubiquitous, this is a life saver for people like me who just want a thin and light smartphone that’s also easy to hold with one hand without compromising on performance",5,Positive
1081, I have a gripe with modern mid range phones that are packed with 4 cameras ,5,Positive
1082, still take awful photos,1,Negative
1083," This phone takes good photos with the limited range of its single camera, and I much prefer this",4,Positive
1084," As for the battery, it’s",4,Positive
1085,It's pretty good ,4,Positive
1086, battery decrease too fast nd a good product,3,Positive
1087,I purchased this iPhone for my dad because of his requirements of small sized phone with decent performance and capable camera,5,Positive
1088, This is the ideal phone for these requirements,5,Positive
1089, He is pretty satisfied with the phone,4,Positive
1090, My only complaint is  5 W Charger,4,Positive
1091, After all it's cost over 40k,2,Negative
1092,First off all what a fantastic delivery  flipkart made,5,Positive
1093, I ordered the phone on 9th July 5:20 PM,1,Negative
1094, Received the the phone on 10th July 9 Am,1,Negative
1095,Now coming to the phone,5,Positive
1096, Its already been reviewed by many tech reviewer nothing more to say,1,Negative
1097,Performance is great,5,Positive
1098, Battery part is ok,3,Positive
1099, As u have to compare the battery with iPhone 7 and 8,5,Positive
1100, Not with XR or iPhone 11,1,Negative
1101,One thing I did not like was there were no first charger only 5 volt charger is packed,1,Negative
1102,Other then that it's a great purchase,4,Positive
1103,If it's your fi,3,Positive
1104,My first ever Apple product,5,Positive
1105,"It's small, snappy, has Touch Id (Apple pioneered in it)",2,Negative
1106,I am astonished as to how such a small phone can outstand every other phone,5,Positive
1107,Reasons to buy:1,5,Positive
1108, Camera (Don't get fooled coz of one lens)2,3,Positive
1109, Performance (A13 bionic chip)3,5,Positive
1110, Screen (Small and reachable by single hand)4,4,Positive
1111," Power packed features (4K-60fps, water resistant, A13 chip, more secure touch ID, wireless charging, quick charging)5",5,Positive
1112, PriceCons:1,5,Positive
1113, Outdated look,5,Positive
1114, Battery is very small ,2,Negative
1115, it la,3,Positive
1116,Fantastic product super fast speed no lags like android phones no advertisements fabulous response to touch good battery life there is this wrong saying that battery life is not good,5,Positive
1117,This is more of my legal first iPhone,5,Positive
1118, Been using borrowed ones or sticking with android this whole time,1,Negative
1119," Coming from the world of android, my first word to describe iOS is “cool”",5,Positive
1120, Bye bye heat issues from android phones,1,Negative
1121, Believe me I tested this phone to enormous stress ,1,Negative
1122, still there’s no heat issues,3,Positive
1123, My old Samsung note 8 didn’t boil that much ,3,Positive
1124, my one plus did,5,Positive
1125, And bye bye blotwares,5,Positive
1126," Regarding this phone, chick to carry",5,Positive
1127," Enough screen space to read e-books, see movies",4,Positive
1128,But adding m,3,Positive
1129,I have using iPhone XR except of the screen size Every thing is great about this phone se 2020 Speak about battery it’s far better compare to iPhone 8 The new processor is helping a lot  and fast enough Small in size,3,Positive
1130,"This is my first apple phone, previously I was using OnePlus 3T",5,Positive
1131,Upgrading from android to IOS was a tough decision since I was getting the latest oneplus 8 in the same price range with offers,4,Positive
1132,However I stuck with my decision of upgrading to IOS since I have found that IOS technology is better than android phones,3,Positive
1133,Only CON with Apple is the battery,4,Positive
1134, The battery runs out pretty fast,3,Positive
1135," Well that is something I miss, nothing else",5,Positive
1136,"Great phone, slim and very fast",5,Positive
1137, cheers!!,1,Negative
1138,I would like to say only one thing iPhone rocks,1,Negative
1139, The stereo sound quality is just at par with other phones in this range,4,Positive
1140, Connect to your external HPs or soundbars and your are ready to rock and roll,5,Positive
1141, Deep bass level are so clear u would fall in love with this,5,Positive
1142, I really don’t mind bulky bezels because that is what makes this handy and your very own and personal phone,5,Positive
1143, It’s a powerful beast in a small size,5,Positive
1144,Tremendous purchase and awesome device ,5,Positive
1145, First of all it’s as per the latest lifestyle like 2 sim option and in a pocket size at such a great price,5,Positive
1146, I am very happy and satisfied,5,Positive
1147,One of the best thing about this phone is its Apple A13 Bionic processor speed,5,Positive
1148, You can buy a phone with 20000/- of another brand with high RAM capacity ,5,Positive
1149, no one focuses on processor benchmark number,1,Negative
1150," Lightning speed in a small pack of phone is very satisfying and really good for working people who want to make a fast call, want to check WhatsApp quickly etc",4,Positive
1151, The camera is also very good for the given specs and takes video with 4K resolution,5,Positive
1152, I highly recommend this phone for people who a,5,Positive
1153,Ahhh where to start,3,Positive
1154,"!!, yes simple and daily usage mobile, one day battery life for normal usage",5,Positive
1155, Great performance with A13 Bionic chip,5,Positive
1156," Apple selling this mobile without technology, there is no great things to do, iPhone 8 with latest processor, if you can afford go for iPhone XR or iPhone 11, else go for one plus 8 series",1,Negative
1157,This is the best phone you can buy in this price,5,Positive
1158," With this #banchinaproducts moment, this is the best option",5,Positive
1159,I know this product is assembled in china ,5,Positive
1160, its a American product so I am satisfied,4,Positive
1161, Its a breakthrough of great performance and minimalist design,5,Positive
1162,I have been using the iPhone se 2020 for close to a week now and I am super happy with the experience,5,Positive
1163," As you might have seen in multiple reviews of the device, the battery life is a setback",3,Positive
1164, But the battery easily lasts for a day with a good amount of gaming and video streaming and that works for a user like me,3,Positive
